window_id,window_start,mmsi,lat,lon,n_pings,mean_speed,speed_change,course_change,gap_minutes,neighbor_count
0,2026-03-01 00:00:00+00:00,200000001,12.949515333333332,44.01146393333333,15,9.966000000000001,0.40000000000000036,4.800000000000011,2.0,0
0,2026-03-01 00:00:00+00:00,200000002,12.8515592,45.7616102,15,13.968666666666667,0.5899999999999999,6.300000000000011,2.0,0
0,2026-03-01 00:00:00+00:00,200000003,13.001706066666666,44.79757673333334,15,12.301333333333334,0.4900000000000002,5.200000000000003,2.0,0
0,2026-03-01 00:00:00+00:00,200000004,12.482164933333333,45.93670886666666,15,9.996,0.5800000000000001,5.600000000000023,2.0,2
0,2026-03-01 00:00:00+00:00,200000005,12.4746712,45.9785646,15,14.092,0.5499999999999989,5.200000000000003,2.0,3
0,2026-03-01 00:00:00+00:00,200000006,13.083998533333332,44.5815916,15,9.847333333333333,0.3699999999999992,4.799999999999997,2.0,0
0,2026-03-01 00:00:00+00:00,200000007,13.026974933333333,45.222000533333336,15,13.670666666666667,0.40000000000000036,4.599999999999966,2.0,0
0,2026-03-01 00:00:00+00:00,200000008,13.106305266666668,45.74815253333334,15,15.385333333333334,0.4299999999999997,6.400000000000006,2.0,1
0,2026-03-01 00:00:00+00:00,200000009,12.2403238,44.06948446666667,15,12.348666666666666,0.34999999999999964,7.5,2.0,0
0,2026-03-01 00:00:00+00:00,200000010,12.268666999999999,45.21894973333333,15,9.672666666666666,0.3800000000000008,6.299999999999997,2.0,0
0,2026-03-01 00:00:00+00:00,200000011,13.452273866666667,44.2278228,15,14.369333333333334,0.4399999999999995,5.5,2.0,0
0,2026-03-01 00:00:00+00:00,200000012,12.712924133333333,44.82363846666667,15,12.288,0.3000000000000007,7.699999999999989,2.0,0
0,2026-03-01 00:00:00+00:00,200000013,12.537850466666667,45.322669733333335,15,12.257333333333333,0.3800000000000008,8.599999999999994,2.0,0
0,2026-03-01 00:00:00+00:00,200000014,13.1430034,45.37945846666666,15,11.274666666666667,0.33999999999999986,5.0,2.0,0
0,2026-03-01 00:00:00+00:00,200000015,12.813958066666666,44.438044266666665,15,15.71,0.3000000000000007,4.800000000000011,2.0,0
0,2026-03-01 00:00:00+00:00,200000016,12.3356494,45.3990818,15,10.036666666666667,0.3899999999999988,10.299999999999997,2.0,0
0,2026-03-01 00:00:00+00:00,200000017,12.391156866666668,45.6885864,15,11.44,0.34000000000000163,5.099999999999994,2.0,0
0,2026-03-01 00:00:00+00:00,200000018,12.605704666666666,44.4506404,15,9.192666666666666,0.3099999999999987,5.699999999999989,2.0,0
0,2026-03-01 00:00:00+00:00,200000019,13.039575000000001,45.7832536,15,13.693333333333333,0.370000000000001,7.0,2.0,1
0,2026-03-01 00:00:00+00:00,200000020,12.722032133333332,44.321108800000005,15,13.072666666666667,0.5300000000000011,3.200000000000003,2.0,0
